elec_pos,depth,rho,cond
29.25,11.819,95.2,0.0105
30.75,11.819,96.464,0.0104
32.25,11.819,99.246,0.0101
33.75,11.819,104.28,0.00959
35.25,11.819,110.39,0.009059
36.75,11.819,116.1,0.008613
38.25,11.819,119.68,0.008356
39.75,11.819,127.57,0.007839
41.25,11.819,134.6,0.007429
42.75,11.819,139.04,0.007192
44.25,11.819,141.23,0.007081
45.75,11.819,142.55,0.007015
47.25,11.819,144.65,0.006913
48.75,11.819,147.1,0.006798
50.25,11.819,148.11,0.006752
51.75,11.819,146.79,0.006812
53.25,11.819,144.15,0.006937
54.75,11.819,140.74,0.007105
56.25,11.819,136.32,0.007336
57.75,11.819,128.24,0.007798
59.25,11.819,117.69,0.008497
60.75,11.819,109.11,0.009165
62.25,11.819,104.89,0.009534
63.75,11.819,103.04,0.009705
65.25,11.819,99.669,0.01
66.75,11.819,97.602,0.0102
68.25,11.819,97.129,0.0103
69.75,11.819,95.852,0.0104
71.25,11.819,95.687,0.0105
72.75,11.819,96.147,0.0104
74.25,11.819,98.925,0.0101
75.75,11.819,105.88,0.009445
77.25,11.819,114.58,0.008728
78.75,11.819,120.38,0.008307
80.25,11.819,121.99,0.008197
81.75,11.819,121.86,0.008206
83.25,11.819,121.11,0.008257
84.75,11.819,120.49,0.008299
86.25,11.819,117.28,0.008527
87.75,11.819,109.91,0.009098
89.25,11.819,100.75,0.009926
90.75,11.819,92.757,0.0108
92.25,11.819,87.198,0.0115
93.75,11.819,84.426,0.0118
95.25,11.819,83.648,0.012
96.75,11.819,84.033,0.0119
98.25,11.819,84.901,0.0118
99.75,11.819,85.748,0.0117
101.25,11.819,86.317,0.0116
102.75,11.819,86.629,0.0115
104.25,11.819,86.613,0.0115
105.75,11.819,85.798,0.0117
107.25,11.819,83.509,0.012
108.75,11.819,79.622,0.0126
110.25,11.819,74.22,0.0135
111.75,11.819,67.892,0.0147
113.25,11.819,62.89,0.0159
114.75,11.819,59.651,0.0168
116.25,11.819,57.821,0.0173
117.75,11.819,57.079,0.0175
119.25,11.819,56.859,0.0176
0.75,13.676,122.47,0.008165
2.25,13.676,122.39,0.008171
3.75,13.676,121.94,0.008201
5.25,13.676,120.08,0.008328
6.75,13.676,115.68,0.008645
8.25,13.676,108.68,0.009201
9.75,13.676,100.79,0.009922
11.25,13.676,93.029,0.0107
12.75,13.676,85.698,0.0117
14.25,13.676,79.579,0.0126
15.75,13.676,75.32,0.0133
17.25,13.676,73.316,0.0136
18.75,13.676,72.427,0.0138
20.25,13.676,71.588,0.014
21.75,13.676,71.194,0.014
23.25,13.676,71.276,0.014
24.75,13.676,71.622,0.014
26.25,13.676,71.9,0.0139
27.75,13.676,72.065,0.0139
29.25,13.676,72.29,0.0138
30.75,13.676,72.941,0.0137
32.25,13.676,74.604,0.0134
33.75,13.676,77.745,0.0129
35.25,13.676,81.75,0.0122
36.75,13.676,85.342,0.0117
38.25,13.676,87.489,0.0114
39.75,13.676,88.838,0.0113
41.25,13.676,89.869,0.0111
42.75,13.676,90.806,0.011
44.25,13.676,92.062,0.0109
45.75,13.676,93.655,0.0107
47.25,13.676,95.342,0.0105
48.75,13.676,96.798,0.0103
50.25,13.676,97.58,0.0102
51.75,13.676,97.125,0.0103
53.25,13.676,95.228,0.0105
54.75,13.676,92.523,0.0108
56.25,13.676,89.32,0.0112
57.75,13.676,84.824,0.0118
59.25,13.676,78.324,0.0128
60.75,13.676,71.561,0.014
62.25,13.676,67.077,0.0149
63.75,13.676,65.392,0.0153
65.25,13.676,62.777,0.0159
66.75,13.676,59.983,0.0167
68.25,13.676,58.688,0.017
69.75,13.676,58.31,0.0171
71.25,13.676,57.362,0.0174
72.75,13.676,56.667,0.0176
74.25,13.676,56.366,0.0177
75.75,13.676,56.18,0.0178
77.25,13.676,56.459,0.0177
78.75,13.676,56.899,0.0176
80.25,13.676,57.046,0.0175
81.75,13.676,56.967,0.0176
83.25,13.676,56.837,0.0176
84.75,13.676,56.617,0.0177
86.25,13.676,56.455,0.0177
87.75,13.676,56.216,0.0178
89.25,13.676,55.739,0.0179
90.75,13.676,55.194,0.0181
92.25,13.676,54.824,0.0182
93.75,13.676,54.832,0.0182
95.25,13.676,55.222,0.0181
96.75,13.676,55.838,0.0179
98.25,13.676,56.454,0.0177
99.75,13.676,56.939,0.0176
101.25,13.676,57.273,0.0175
102.75,13.676,57.449,0.0174
104.25,13.676,57.44,0.0174
105.75,13.676,57.124,0.0175
107.25,13.676,56.331,0.0178
108.75,13.676,54.989,0.0182
110.25,13.676,52.997,0.0189
111.75,13.676,50.907,0.0196
113.25,13.676,49.409,0.0202
114.75,13.676,48.359,0.0207
116.25,13.676,47.826,0.0209
117.75,13.676,47.55,0.021
119.25,13.676,47.438,0.0211
0.75,15.718,116.08,0.008615
2.25,15.718,116.01,0.00862
3.75,15.718,115.72,0.008642
5.25,15.718,114.57,0.008728
6.75,15.718,111.38,0.008978
8.25,15.718,104.93,0.00953
9.75,15.718,95.913,0.0104
11.25,15.718,86.24,0.0116
12.75,15.718,76.015,0.0132
14.25,15.718,65.159,0.0153
15.75,15.718,55.701,0.018
17.25,15.718,49.492,0.0202
18.75,15.718,46.551,0.0215
20.25,15.718,45.337,0.0221
21.75,15.718,44.32,0.0226
23.25,15.718,43.648,0.0229
24.75,15.718,43.424,0.023
26.25,15.718,43.433,0.023
27.75,15.718,43.526,0.023
29.25,15.718,43.745,0.0229
30.75,15.718,43.99,0.0227
32.25,15.718,44.125,0.0227
33.75,15.718,44.249,0.0226
35.25,15.718,44.453,0.0225
36.75,15.718,44.632,0.0224
38.25,15.718,44.78,0.0223
39.75,15.718,44.959,0.0222
41.25,15.718,45.166,0.0221
42.75,15.718,45.387,0.022
44.25,15.718,45.602,0.0219
45.75,15.718,45.77,0.0218
47.25,15.718,45.808,0.0218
48.75,15.718,45.592,0.0219
50.25,15.718,44.958,0.0222
51.75,15.718,43.742,0.0229
53.25,15.718,42.019,0.0238
54.75,15.718,40.32,0.0248
56.25,15.718,38.941,0.0257
57.75,15.718,37.349,0.0268
59.25,15.718,35.119,0.0285
60.75,15.718,32.405,0.0309
62.25,15.718,30.125,0.0332
63.75,15.718,28.962,0.0345
65.25,15.718,28.345,0.0353
66.75,15.718,27.355,0.0366
68.25,15.718,26.522,0.0377
69.75,15.718,26.179,0.0382
71.25,15.718,25.969,0.0385
72.75,15.718,25.616,0.039
74.25,15.718,25.377,0.0394
75.75,15.718,25.276,0.0396
77.25,15.718,25.255,0.0396
78.75,15.718,25.397,0.0394
80.25,15.718,25.708,0.0389
81.75,15.718,26.076,0.0383
83.25,15.718,26.395,0.0379
84.75,15.718,26.736,0.0374
86.25,15.718,27.22,0.0367
87.75,15.718,27.862,0.0359
89.25,15.718,28.633,0.0349
90.75,15.718,29.446,0.034
92.25,15.718,30.167,0.0331
93.75,15.718,30.737,0.0325
95.25,15.718,31.217,0.032
96.75,15.718,31.637,0.0316
98.25,15.718,32.014,0.0312
99.75,15.718,32.37,0.0309
101.25,15.718,32.706,0.0306
102.75,15.718,32.986,0.0303
104.25,15.718,33.226,0.0301
105.75,15.718,33.427,0.0299
107.25,15.718,33.533,0.0298
108.75,15.718,33.556,0.0298
110.25,15.718,33.481,0.0299
111.75,15.718,33.345,0.03
113.25,15.718,33.179,0.0301
114.75,15.718,33.034,0.0303
116.25,15.718,32.929,0.0304
117.75,15.718,32.86,0.0304
119.25,15.718,32.827,0.0305
0.75,17.965,113.23,0.008832
2.25,17.965,113.21,0.008833
3.75,17.965,113.02,0.008848
5.25,17.965,111.82,0.008943
6.75,17.965,108.26,0.009237
8.25,17.965,101.18,0.009883
9.75,17.965,90.923,0.011
11.25,17.965,78.445,0.0127
12.75,17.965,64.069,0.0156
14.25,17.965,49.265,0.0203
15.75,17.965,36.793,0.0272
17.25,17.965,28.462,0.0351
18.75,17.965,23.852,0.0419
20.25,17.965,21.694,0.0461
21.75,17.965,20.804,0.0481
23.25,17.965,20.425,0.049
24.75,17.965,20.246,0.0494
26.25,17.965,20.149,0.0496
27.75,17.965,20.137,0.0497
29.25,17.965,20.29,0.0493
30.75,17.965,20.622,0.0485
32.25,17.965,20.99,0.0476
33.75,17.965,21.178,0.0472
35.25,17.965,21.336,0.0469
36.75,17.965,21.633,0.0462
38.25,17.965,21.9,0.0457
39.75,17.965,22.066,0.0453
41.25,17.965,22.16,0.0451
42.75,17.965,22.225,0.045
44.25,17.965,22.275,0.0449
45.75,17.965,22.307,0.0448
47.25,17.965,22.285,0.0449
48.75,17.965,22.153,0.0451
50.25,17.965,21.84,0.0458
51.75,17.965,21.208,0.0472
53.25,17.965,20.133,0.0497
54.75,17.965,18.845,0.0531
56.25,17.965,17.875,0.0559
57.75,17.965,17.075,0.0586
59.25,17.965,15.69,0.0637
60.75,17.965,13.933,0.0718
62.25,17.965,12.356,0.0809
63.75,17.965,11.315,0.0884
65.25,17.965,10.879,0.0919
66.75,17.965,10.676,0.0937
68.25,17.965,10.367,0.0965
69.75,17.965,10.179,0.0982
71.25,17.965,10.137,0.0986
72.75,17.965,10.044,0.0996
74.25,17.965,10.017,0.0998
75.75,17.965,10.09,0.0991
77.25,17.965,10.203,0.098
78.75,17.965,10.396,0.0962
80.25,17.965,10.743,0.0931
81.75,17.965,11.25,0.0889
83.25,17.965,11.842,0.0844
84.75,17.965,12.417,0.0805
86.25,17.965,12.879,0.0776
87.75,17.965,13.352,0.0749
89.25,17.965,14.135,0.0707
90.75,17.965,15.309,0.0653
92.25,17.965,16.786,0.0596
93.75,17.965,18.306,0.0546
95.25,17.965,19.705,0.0507
96.75,17.965,20.863,0.0479
98.25,17.965,21.729,0.046
99.75,17.965,22.314,0.0448
101.25,17.965,22.706,0.044
102.75,17.965,22.989,0.0435
104.25,17.965,23.184,0.0431
105.75,17.965,23.327,0.0429
107.25,17.965,23.423,0.0427
108.75,17.965,23.493,0.0426
110.25,17.965,23.536,0.0425
111.75,17.965,23.56,0.0424
113.25,17.965,23.572,0.0424
114.75,17.965,23.561,0.0424
116.25,17.965,23.541,0.0425
117.75,17.965,23.493,0.0426
119.25,17.965,23.352,0.0428
